Id,MasterName,ReportGroup,Status,MajorGroup,FamilyGroup,RecipeLink,MenuItemName,ObjectNumber,HierarchyId,LP_DontPrintWhenNOPrefix,LP_PrintQuantityAlways,LP_FlavourItem,LP_DoNotPrintWhenDisplayInDefaultState,LP_SugarCaneItem,LP_PrintInDefaultState
5893,82233,1,"00000000	",,,,**OPEN ITEMS for TEMP**,10000,42,,,,,,
5894,82235,1,"00000000	",1000,10001,,FOOD,10001,42,,,,,,
5895,82237,1,"00000000	",3000,30005,,NON ALCOHOLIC,10002,42,,,,,,
5896,82239,1,"00000000	",1500,15001,,LIQUOR,10003,42,,,,,,
5897,82241,1,"00000000	",2000,20001,,BEER,10004,42,,,,,,
5898,82243,1,"00000000	",2500,25002,,WINE,10005,42,,,,,,
5899,82245,1,"00000000	",1000,10001,,**DISCOUNTS**,10500,42,,,,,,
5900,82247,1,"00000000	",1000,10001,,AIRPORT DISCOUNT,10501,42,,,,,,
5901,82249,1,"00000000	",1000,10001,,CREW MEAL,10502,42,,,,,,
5902,82251,1,"00000000	",1000,10001,,MANAGER MEAL,10503,42,,,,,,
14282,132995,1,"00000000	",1000,10001,,CHASE 20% DISCOUNT,10511,42,,,,,,
4309,78205,0,"00000000	",,,,**BEGIN DCA DISTRICT BAR**,11010000,42,,,,,,
4310,78207,0,"00000000	",1000,10015,,DCA Breakfast*,11010001,42,,,,,,
4311,78209,0,"00000000	",1000,10015,,"Ham, Swiss Cheese & Egg",11010002,42,,,,,,
4312,78211,0,"00000000	",1000,10015,,B.E.L.T.,11010003,42,,,,,,
4313,78213,0,"00000000	",1000,10015,,Jersey Bagel,11010004,42,,,,,,
4314,78215,0,"00000000	",1000,10015,,Yogurt Parfait,11010005,42,,,,,,
4315,78217,0,"00000000	",1000,10015,,Build Your Own Omelette,11010006,42,,,,,,
4316,78219,0,"00000000	",1000,10015,,Breakfast Burrito,11010007,42,,,,,,
4317,78221,0,"00000000	",1000,10015,,Bagel & Cream Cheese,11010008,42,,,,,,
4318,78223,0,"00000000	",1000,10015,,BLT,11010009,42,,,,,,
4319,78225,0,"00000000	",1000,10015,,BEC,11010010,42,,,,,,
4320,78227,0,"00000000	",1000,10015,,SEC,11010011,42,,,,,,
4321,78229,0,"00000000	",1000,10009,,Kids Fruit & Yogurt,11010012,42,,,,,,
4322,78231,0,"00000000	",1000,10009,,Kids Egg Breakfast,11010013,42,,,,,,
4323,78233,0,"00000000	",1000,10001,,Ahi Poke Bowl*,11010014,42,,,,,,
4324,78235,0,"00000000	",1000,10001,,Cheese Plate,11010015,42,,,,,,
4325,78237,0,"00000000	",1000,10001,,Buffalo Wings,11010016,42,,,,,,
4326,78239,0,"00000000	",1000,10001,,Chicken Tenders,11010017,42,,,,,,
4327,78241,0,"00000000	",1000,10014,,DC Hippie Chick,11010018,42,,,,,,
4328,78243,0,"00000000	",1000,10014,,Blackened Shrimp Salad,11010019,42,,,,,,
4329,78245,0,"00000000	",1000,10014,,Asian Chicken Salad,11010020,42,,,,,,
4330,78247,0,"00000000	",1000,10014,,Bowtie Chicken Salad,11010021,42,,,,,,
4331,78249,0,"00000000	",1000,10011,,Cauliflower Wrap,11010022,42,,,,,,
4332,78251,0,"00000000	",1000,10011,,Crab Cake Sandwich,11010023,42,,,,,,
4333,78253,0,"00000000	",1000,10011,,Somewhat Cuban Sandwich,11010024,42,,,,,,
4334,78255,0,"00000000	",1000,10011,,Grilled Chicken Sandwich,11010025,42,,,,,,
4335,78257,0,"00000000	",1000,10011,,Turkey & Avocado Wrap,11010026,42,,,,,,
4336,78259,0,"00000000	",1000,10011,,Miriam's BLT,11010027,42,,,,,,
4337,78261,0,"00000000	",1000,10012,,Bacon,11010028,42,,,,,,
4338,78263,0,"00000000	",1000,10012,,Fruit Cup,11010029,42,,,,,,
4339,78265,0,"00000000	",1000,10004,,Peanut Butter Pie,11010030,42,,,,,,
4340,78267,0,"00000000	",1000,10004,,Nilla Wafer & Banana Pudding,11010031,42,,,,,,
4341,78269,0,"00000000	",1000,10015,,Chicken Sausage,11010032,42,,,,,,
11649,115475,0,"00000000	",1000,10015,,Breakfast Potatoes,11010033,42,,,,,,
11650,115477,0,"00000000	",1000,10015,,Toast,11010034,42,,,,,,
11651,115479,0,"00000000	",1000,10009,,Kids Buttered Noodles,11010035,42,,,,,,
10671,116755,0,"00000000	",1000,10009,,Kids Grilled Cheese & Fries,11010036,42,,,,,,
4529,78188,0,"00000000	",,,,**DISTRICT MODS**,11015000,42,,,,,,
4530,78190,0,"00000000	",,,,CG2 *MEAT TEMPS*,11015020,42,,,,,,
4531,78192,0,"00000000	",1000,10006,,Rare,11015021,42,,,,,,
4532,78194,0,"00000000	",1000,10006,,Medium Rare,11015022,42,,,,,,
4533,78196,0,"00000000	",1000,10006,,Medium,11015023,42,,,,,,
4534,78198,0,"00000000	",1000,10006,,Medium Well,11015024,42,,,,,,
4535,78200,0,"00000000	",1000,10006,,Well Done,11015025,42,,,,,,
4536,78202,0,"00000000	",,,,CG5 *TOAST CHOICE*,11015050,42,,,,,,
4537,78204,0,"00000000	",1000,10006,,No Toast,11015051,42,,,,,,
4538,78426,0,"00000000	",1000,10006,,White Toast,11015052,42,,,,,,
4539,78428,0,"00000000	",1000,10006,,Wheat Toast,11015053,42,,,,,,
4540,78430,0,"00000000	",,,,CG6 *EGG PREP*,11015060,42,,,,,,
4541,78432,0,"00000000	",1000,10006,,No Egg,11015061,42,,,,,,
4542,78434,0,"00000000	",1000,10006,,Egg Whites,11015062,42,,,,,,
4543,78436,0,"00000000	",1000,10006,,Sunny Side up,11015063,42,,,,,,
4544,78438,0,"00000000	",1000,10006,,Scrambled,11015064,42,,,,,,
4545,78440,0,"00000000	",1000,10006,,Over Hard,11015065,42,,,,,,
4546,78442,0,"00000000	",1000,10006,,Over Easy,11015066,42,,,,,,
4547,78444,0,"00000000	",1000,10006,,Over Medium,11015067,42,,,,,,
6602,87272,0,"00000000	",1000,10006,,Poached,11015068,42,,,,,,
4548,78446,0,"00000000	",,,,CG8 *TOASTED*,11015080,42,,,,,,
4549,78448,0,"00000000	",1000,10006,,Not Toasted,11015081,42,,,,,,
4550,78450,0,"00000000	",,,,CG9 * BKF MEAT*,11015090,42,,,,,,
4551,78452,0,"00000000	",1000,10006,,No Meat,11015091,42,,,,,,
4552,78454,0,"00000000	",1000,10006,,Ham,11015092,42,,,,,,
4553,78456,0,"00000000	",1000,10006,,Bacon,11015093,42,,,,,,
4554,78458,0,"00000000	",,,,CG11 *District HAM Mods*,11015110,42,,,,,,
4555,78460,0,"00000000	",1000,10006,,None,11015111,42,,,,,,
4556,78462,0,"00000000	",1000,10006,,Avocado,11015112,42,,,,,,
4557,78464,0,"00000000	",1000,10006,,Bacon,11015113,42,,,,,,
4558,78466,0,"00000000	",1000,10006,,Sub Breakfast Potatoes,11015114,42,,,,,,
4559,78468,0,"00000000	",,,,CG13 *Bagel Choice*,11015130,42,,,,,,
4560,78470,0,"00000000	",1000,10006,,Everything Bagel,11015131,42,,,,,,
4561,78472,0,"00000000	",1000,10006,,Plain Bagel,11015132,42,,,,,,
4562,78474,0,"00000000	",,,,CG14 *OMELETTE BUILD*,11015140,42,,,,,,
4563,78476,0,"00000000	",1000,10006,,Egg Whites,11015141,42,,,,,,
4564,78478,0,"00000000	",1000,10006,,Chicken Sausage,11015142,42,,,,,,
4565,78480,0,"00000000	",1000,10006,,Red Onion,11015143,42,,,,,,
4566,78482,0,"00000000	",1000,10006,,Provolone Cheese,11015144,42,,,,,,
4567,78484,0,"00000000	",1000,10006,,Swiss Cheese,11015145,42,,,,,,
4568,78486,0,"00000000	",1000,10006,,Add Smoked Salmon,11015146,42,,,,,,
4569,78488,0,"00000000	",1000,10006,,Spinach,11015147,42,,,,,,
6457,87544,0,"00000000	",1000,10006,,American Cheese,11015148,42,,,,,,
6458,87546,0,"00000000	",1000,10006,,Shredded Cheddar Jack,11015149,42,,,,,,
6459,87548,0,"00000000	",1000,10006,,Shredded Jack Cheese,11015150,42,,,,,,
6460,87550,0,"00000000	",1000,10006,,Green Onion,11015151,42,,,,,,
6461,87552,0,"00000000	",1000,10006,,Green Peppers,11015152,42,,,,,,
4570,78490,0,"00000000	",,,,CG16 * BKF BURRITO OPTIONS*,11015160,42,,,,,,
4571,78492,0,"00000000	",1000,10006,,None,11015161,42,,,,,,
4572,78494,0,"00000000	",1000,10006,,Add Bacon,11015162,42,,,,,,
4573,78496,0,"00000000	",1000,10006,,No Ham,11015163,42,,,,,,
4574,78498,0,"00000000	",,,,CG17 *BAGEL&CRMCHZ OPTIONS*,11015170,42,,,,,,
4575,78500,0,"00000000	",1000,10006,,No Cream Cheese,11015171,42,,,,,,
4576,78502,0,"00000000	",1000,10006,,Lite Plain Cream Cheese,11015172,42,,,,,,
4577,78504,0,"00000000	",1000,10006,,Plain Cream Cheese,11015173,42,,,,,,
4578,78506,0,"00000000	",1000,10006,,Vegetable Cream Cheese,11015174,42,,,,,,
4579,78508,0,"00000000	",,,,CG19 *BKF SANDW ADDITIONS*,11015190,42,,,,,,
4580,78510,0,"00000000	",1000,10006,,Add Breakfast Potatoes,11015191,42,,,,,,
4581,78512,0,"00000000	",1000,10006,,Fruit Cup,11015192,42,,,,,,
4582,78514,0,"00000000	",,,,CG25 *KIDS DRINK*,11015250,42,,,,,,
4583,78516,0,"00000000	",1000,10006,,None,11015251,42,,,,,,
4584,78518,0,"00000000	",1000,10006,,Kids Whole Milk,11015252,42,,,,,,
4585,78520,0,"00000000	",1000,10006,,Kids Coke,11015253,42,,,,,,
4586,78522,0,"00000000	",1000,10006,,Kids Diet Coke,11015254,42,,,,,,
4587,78524,0,"00000000	",1000,10006,,Kids Ginger Ale,11015255,42,,,,,,
4588,78526,0,"00000000	",1000,10006,,Kids Sprite,11015256,42,,,,,,
4589,78528,0,"00000000	",1000,10006,,Kids Orange Juice,11015257,42,,,,,,
4590,78530,0,"00000000	",,,,CG40 *POKE BOWL ADDS *,11015400,42,,,,,,
4591,78532,0,"00000000	",1000,10006,,Avocado,11015401,42,,,,,,
4592,78534,0,"00000000	",1000,10006,,Add Tuna,11015402,42,,,,,,
4593,78536,0,"00000000	",,,,CG41 *WINGS SAUCE OPTIONS*,11015410,42,,,,,,
4594,78538,0,"00000000	",1000,10006,,No Sauce,11015411,42,,,,,,
4595,78540,0,"00000000	",1000,10006,,Sauce on the Side,11015412,42,,,,,,
4596,78542,0,"00000000	",1000,10006,,None,11015413,42,,,,,,
4597,78544,0,"00000000	",,,,CG42 *SIDE of Fries*,11015420,42,,,,,,
4598,78546,0,"00000000	",1000,10006,,Add Side of Fries,11015421,42,,,,,,
4599,78548,0,"00000000	",,,,CG43 *WING SAUCE*,11015430,42,,,,,,
4600,78550,0,"00000000	",1000,10006,,Ranch,11015431,42,,,,,,
4601,78552,0,"00000000	",1000,10006,,Blue Cheese Dressing,11015432,42,,,,,,
4602,78554,0,"00000000	",,,,CG45 *HIPPIE CHICK OPTIONS*,11015450,42,,,,,,
4603,78556,0,"00000000	",1000,10006,,None,11015451,42,,,,,,
4604,78558,0,"00000000	",1000,10006,,Blue Cheese,11015452,42,,,,,,
4605,78560,0,"00000000	",1000,10006,,Cheddar Cheese,11015453,42,,,,,,
4606,78562,0,"00000000	",,,,CG46 *SALAD ADDS*,11015460,42,,,,,,
4607,78564,0,"00000000	",1000,10006,,Avocado,11015461,42,,,,,,
4608,78566,0,"00000000	",1000,10006,,Bacon,11015462,42,,,,,,
4609,78568,0,"00000000	",1000,10006,,Add Sunflower Seeds,11015463,42,,,,,,
4610,78570,0,"00000000	",,,,CG47 *EXTRA CHICKEN*,11015470,42,,,,,,
4611,78572,0,"00000000	",1000,10006,,Extra Chicken,11015471,42,,,,,,
4612,78574,0,"00000000	",,,,CG48 *AVOCADO&FRIES ADDS*,11015480,42,,,,,,
4613,78576,0,"00000000	",1000,10006,,Add Side of Fries,11015481,42,,,,,,
4614,78578,0,"00000000	",1000,10006,,Avocado,11015482,42,,,,,,
4615,78580,0,"00000000	",,,,CG49 *CUBAN SANDW OPTIONS*,11015490,42,,,,,,
4616,78582,0,"00000000	",1000,10006,,No Cheese,11015491,42,,,,,,
4617,78584,0,"00000000	",1000,10006,,No Onions,11015492,42,,,,,,
4618,78586,0,"00000000	",1000,10006,,No Pickles,11015493,42,,,,,,
4619,78588,0,"00000000	",1000,10006,,Add Side of Fries,11015494,42,,,,,,
4620,78590,0,"00000000	",1000,10006,,No Mustard,11015495,42,,,,,,
4621,78592,0,"00000000	",1000,10006,,Extra Turkey,11015496,42,,,,,,
4622,78594,0,"00000000	",1000,10006,,Gluten Free Bread,11015497,42,,,,,,
6609,87310,0,"00000000	",1000,10006,,Extra Ham,11015498,42,,,,,,
4623,78596,0,"00000000	",,,,CG50 *CHEESE ADDS*,11015500,42,,,,,,
4624,78598,0,"00000000	",1000,10006,,Gruyere Cheese,11015501,42,,,,,,
4625,78600,0,"00000000	",1000,10006,,Blue Cheese,11015502,42,,,,,,
4626,78602,0,"00000000	",1000,10006,,Cheddar Cheese,11015503,42,,,,,,
4627,78604,0,"00000000	",1000,10006,,Provolone Cheese,11015504,42,,,,,,
4628,78606,0,"00000000	",1000,10006,,Swiss Cheese,11015505,42,,,,,,
4629,78608,0,"00000000	",1000,10006,,None,11015506,42,,,,,,
4630,78610,0,"00000000	",,,,CG51 *CHKN SANDW OPTIONS*,11015510,42,,,,,,
4631,78612,0,"00000000	",1000,10006,,No Bacon,11015511,42,,,,,,
4632,78614,0,"00000000	",1000,10006,,No Tomato,11015512,42,,,,,,
4633,78616,0,"00000000	",1000,10006,,No Sauce,11015513,42,,,,,,
4634,78618,0,"00000000	",1000,10006,,Add Side of Fries,11015514,42,,,,,,
4635,78620,0,"00000000	",1000,10006,,No Peppers,11015515,42,,,,,,
4636,78622,0,"00000000	",1000,10006,,Extra Chicken,11015516,42,,,,,,
4637,78624,0,"00000000	",1000,10006,,Gluten Free Bread,11015517,42,,,,,,
4638,78626,0,"00000000	",,,,CG52 *GLUTEN FREE*,11015525,42,,,,,,
4639,78628,0,"00000000	",1000,10006,,Gluten Free Bread,11015526,42,,,,,,
4640,78630,0,"00000000	",,,,CG54 *NO MAYO*,11015540,42,,,,,,
4641,78632,0,"00000000	",1000,10006,,No Mayo,11015541,42,,,,,,
4642,78634,0,"00000000	",,,,CG55 *SIDE FRIES*,11015550,42,,,,,,
4643,78636,0,"00000000	",1000,10006,,Add Side of Fries,11015551,42,,,,,,
4644,78638,0,"00000000	",,,,CG60 *ADD BREAKF POTATOES*,11015600,42,,,,,,
4645,78640,0,"00000000	",1000,10006,,Add Breakfast Potatoes,11015601,42,,,,,,
4646,78642,0,"00000000	",,,,CG61 *ADD SIDE SALAD*,11015610,42,,,,,,
4647,78644,0,"00000000	",1000,10006,,Add Side Garden Salad,11015611,42,,,,,,
4648,78646,0,"00000000	",,,,**END DCA DISTRICT BAR**,11019999,42,,,,,,
5598,81103,0,"00000000	",,,,**BEGIN DCA PAGE**,11020000,42,,,,,,
5599,81105,0,"00000000	",1000,10012,,Toast,11020001,42,,,,,,
5600,81327,0,"00000000	",1000,10015,,Yogurt Parfait,11020002,42,,,,,,
5601,81329,0,"00000000	",1000,10015,,Page Breakfast,11020003,42,,,,,,
5602,81331,0,"00000000	",1000,10015,,Avocado Toast,11020004,42,,,,,,
5603,81333,0,"00000000	",1000,10015,,Breakfast Pizza,11020005,42,,,,,,
5604,81335,0,"00000000	",1000,10015,,Jersey Bagel,11020006,42,,,,,,
5605,81337,0,"00000000	",1000,10015,,B.E.L.T.,11020007,42,,,,,,
5606,81339,0,"00000000	",1000,10015,,Build Your Own Omelette,11020008,42,,,,,,
5607,81341,0,"00000000	",1000,10015,,Breakfast Quesadilla,11020009,42,,,,,,
5608,81343,0,"00000000	",1000,10015,,Goat Cheese Omelette,11020010,42,,,,,,
5609,81345,0,"00000000	",1000,10015,,Western Omelette,11020011,42,,,,,,
5610,81347,0,"00000000	",1000,10015,,Egg White Scramble,11020012,42,,,,,,
5611,81349,0,"00000000	",3000,30003,,Mango & Pineapple Smoothie,11020013,42,,,,,,
5612,81351,0,"00000000	",3000,30003,,Kale & Spinach Smoothie,11020014,42,,,,,,
5613,81353,0,"00000000	",3000,30003,,BBB Smoothie,11020015,42,,,,,,
5614,81355,0,"00000000	",3000,30003,,Strawberry Banana Smoothie,11020016,42,,,,,,
5615,81357,0,"00000000	",1000,10001,,Spinach Artichoke Dip,11020017,42,,,,,,
5616,81359,0,"00000000	",1000,10001,,Meatballs,11020018,42,,,,,,
5617,81361,0,"00000000	",1000,10001,,Lunch Avocado Toast,11020019,42,,,,,,
5618,81363,0,"00000000	",1000,10001,,Tuna Tartare*,11020020,42,,,,,,
5619,81365,0,"00000000	",1000,10001,,Grilled Street Corn,11020021,42,,,,,,
5620,81367,0,"00000000	",1000,10001,,BBQ Chicken Cobb Salad,11020022,42,,,,,,
5621,81369,0,"00000000	",1000,10001,,Spinach & Goat Cheese Salad,11020023,42,,,,,,
5622,81371,0,"00000000	",1000,10001,,Asian Chicken Salad,11020024,42,,,,,,
5623,81373,0,"00000000	",1000,10001,,Grilled Steak Salad,11020025,42,,,,,,
5624,81375,0,"00000000	",1000,10001,,Iceberg Wedge Salad,11020026,42,,,,,,
5625,81377,0,"00000000	",1000,10001,,Panzanella Salad,11020027,42,,,,,,
5626,81379,0,"00000000	",1000,10001,,Southwest Chicken Caesar Salad,11020028,42,,,,,,
5627,81381,0,"00000000	",1000,10010,,Cheese Pizza,11020029,42,,,,,,
5628,81383,0,"00000000	",1000,10010,,Margherita Pizza,11020030,42,,,,,,
5629,81385,0,"00000000	",1000,10010,,Pepperoni Pizza,11020031,42,,,,,,
5630,81387,0,"00000000	",1000,10010,,Spinach Alfredo Pizza,11020032,42,,,,,,
5631,81389,0,"00000000	",1000,10001,,Chicken & Pesto Pizza,11020033,42,,,,,,
5632,81391,0,"00000000	",1000,10010,,Build Your Own Pizza,11020034,42,,,,,,
5633,81393,0,"00000000	",1000,10010,,Sausage & Pepper Pizza,11020035,42,,,,,,
5634,81395,0,"00000000	",1000,10011,,Grilled Cheese & Bacon,11020036,42,,,,,,
5635,81397,0,"00000000	",1000,10011,,Turkey & Avocado Wrap,11020037,42,,,,,,
5636,81399,0,"00000000	",1000,10011,,Somewhat Cuban Sandwich,11020038,42,,,,,,
5637,81401,0,"00000000	",1000,10011,,Cauliflower Wrap,11020039,42,,,,,,
5638,81403,0,"00000000	",1000,10011,,Meatball Parmesan,11020040,42,,,,,,
5639,81405,0,"00000000	",1000,10011,,Crab Cake Sandwich,11020041,42,,,,,,
5640,81407,0,"00000000	",1000,10011,,Tuna Melt,11020042,42,,,,,,
5641,81409,0,"00000000	",1000,10004,,Nilla Wafer & Banana Pudding,11020043,42,,,,,,
5642,81411,0,"00000000	",1000,10004,,Peanut Butter Pie,11020044,42,,,,,,
5643,81413,0,"00000000	",1000,10009,,Kids Turkey Sandwich,11020045,42,,,,,,
5644,81415,0,"00000000	",1000,10015,,Breakfast Burrito,11020046,42,,,,,,
5645,81417,0,"00000000	",1000,10009,,Kids Grilled Cheese,11020047,42,,,,,,
5646,81419,0,"00000000	",1000,10015,,Sausage Links,11020048,42,,,,,,
5647,81421,0,"00000000	",1000,10015,,Egg White Omelette,11020049,42,,,,,,
5648,81423,0,"00000000	",1000,10012,,Fruit Cup,11020050,42,,,,,,
5649,81425,0,"00000000	",1000,10015,,Huevos Rancheros,11020051,42,,,,,,
5650,81427,0,"00000000	",1000,10015,,Bacon,11020052,42,,,,,,
10673,116766,0,"00000000	",1000,10001,,Beet & Hummus,11020053,42,,,,,,
5651,81429,0,"00000000	",,,,**DCA PAGE MODS**,11025000,42,,,,,,
5652,81431,0,"00000000	",,,,CG2 *MEAT TEMPS*,11025001,42,,,,,,
5653,81433,0,"00000000	",1000,10006,,Rare,11025002,42,,,,,,
5654,81435,0,"00000000	",1000,10006,,Medium Rare,11025003,42,,,,,,
5655,81437,0,"00000000	",1000,10006,,Medium,11025004,42,,,,,,
5656,81439,0,"00000000	",1000,10006,,Medium Well,11025005,42,,,,,,
5657,81441,0,"00000000	",1000,10006,,Well Done,11025006,42,,,,,,
5658,81443,0,"00000000	",,,,CG4 *TOAST SIDE OPTIONS*,11025040,42,,,,,,
5659,81445,0,"00000000	",1000,10006,,No Toast,11025041,42,,,,,,
5660,81447,0,"00000000	",1000,10006,,White Toast,11025042,42,,,,,,
5661,81449,0,"00000000	",1000,10006,,Wheat Toast,11025043,42,,,,,,
5662,81451,0,"00000000	",,,,CG5 *TOAST CHOICE*,11025050,42,,,,,,
5663,81453,0,"00000000	",1000,10006,,No Toast,11025051,42,,,,,,
5664,81455,0,"00000000	",1000,10006,,White Toast,11025052,42,,,,,,
5665,81457,0,"00000000	",1000,10006,,Wheat Toast,11025053,42,,,,,,
5666,81459,0,"00000000	",,,,CG6 *EGG STYLE*,11025060,42,,,,,,
5667,81461,0,"00000000	",1000,10006,,No Egg,11025061,42,,,,,,
5668,81463,0,"00000000	",1000,10006,,Egg Whites,11025062,42,,,,,,
5669,81465,0,"00000000	",1000,10006,,Sunny Side up,11025063,42,,,,,,
5670,81467,0,"00000000	",1000,10006,,Scrambled,11025064,42,,,,,,
5671,81469,0,"00000000	",1000,10006,,Over Hard,11025065,42,,,,,,
6470,87609,0,"00000000	",1000,10006,,Over Easy,11025066,42,,,,,,
6611,87333,0,"00000000	",1000,10006,,Over Medium,11025067,42,,,,,,
6471,87611,0,"00000000	",1000,10006,,Poached,11025068,42,,,,,,
5672,81471,0,"00000000	",,,,CG7 *B.E.L.T. Options*,11025070,42,,,,,,
5673,81473,0,"00000000	",1000,10006,,No Egg,11025071,42,,,,,,
5674,81475,0,"00000000	",1000,10006,,No Tomato,11025072,42,,,,,,
5675,81477,0,"00000000	",,,,CG8 *TOASTED*,11025080,42,,,,,,
5676,81479,0,"00000000	",1000,10006,,Not Toasted,11025081,42,,,,,,
5677,81481,0,"00000000	",,,,CG9 * BKF MEAT*,11025090,42,,,,,,
5678,81483,0,"00000000	",1000,10006,,No Meat,11025091,42,,,,,,
5679,81485,0,"00000000	",1000,10006,,Ham,11025092,42,,,,,,
5680,81487,0,"00000000	",1000,10006,,Bacon,11025093,42,,,,,,
5681,81489,0,"00000000	",,,,CG10 *BACON CHOICE*,11025100,42,,,,,,
5682,81491,0,"00000000	",1000,10006,,Add Bacon,11025101,42,,,,,,
5683,81493,0,"00000000	",1000,10006,,No Bacon,11025102,42,,,,,,
5684,81495,0,"00000000	",,10006,,CG11 *EXTRA CHEESE*,11025110,42,,,,,,
5685,81497,0,"00000000	",1000,10006,,Extra Cheese,11025111,42,,,,,,
5686,81499,0,"00000000	",,,,CG12 *PAGE CHEESE OPTIONS*,11025120,42,,,,,,
5687,81501,0,"00000000	",1000,10006,,Provolone Cheese,11025121,42,,,,,,
5688,81503,0,"00000000	",1000,10006,,American Cheese,11025122,42,,,,,,
5689,81505,0,"00000000	",1000,10006,,Swiss Cheese,11025123,42,,,,,,
5690,81507,0,"00000000	",1000,10006,,Fresh Mozzarella,11025124,42,,,,,,
5691,81509,0,"00000000	",1000,10006,,Cheddar Cheese,11025125,42,,,,,,
5692,81511,0,"00000000	",,,,CG13 *BAGEL CHOICE*,11025130,42,,,,,,
5693,81513,0,"00000000	",1000,10006,,Everything Bagel,11025131,42,,,,,,
5694,81515,0,"00000000	",1000,10006,,Plain Bagel,11025132,42,,,,,,
5695,81517,0,"00000000	",,,,CG14 *OMELETTE BUILD*,11025140,42,,,,,,
5696,81519,0,"00000000	",1000,10006,,Egg Whites,11025141,42,,,,,,
5697,81521,0,"00000000	",1000,10006,,Bacon,11025142,42,,,,,,
5698,81523,0,"00000000	",1000,10006,,Ham,11025143,42,,,,,,
5699,81525,0,"00000000	",1000,10006,,Onions,11025144,42,,,,,,
5700,81527,0,"00000000	",1000,10006,,Spinach,11025145,42,,,,,,
5701,81529,0,"00000000	",1000,10006,,Tomatoes,11025146,42,,,,,,
6468,87601,0,"00000000	",1000,10006,,Red Peppers,11025147,42,,,,,,
6469,87603,0,"00000000	",1000,10006,,Sausage,11025148,42,,,,,,
6610,87329,0,"00000000	",1000,10006,,Mushrooms,11025149,42,,,,,,
5702,81531,0,"00000000	",,,,CG17 *BAGEL&CRMCHZ OPTIONS*,11025170,42,,,,,,
5703,81533,0,"00000000	",1000,10006,,No Cream Cheese,11025171,42,,,,,,
5704,81535,0,"00000000	",1000,10006,,Lite Plain Cream Cheese,11025172,42,,,,,,
5705,81537,0,"00000000	",1000,10006,,Plain Cream Cheese,11025173,42,,,,,,
5706,81539,0,"00000000	",1000,10006,,Vegetable Cream Cheese,11025174,42,,,,,,
5707,81541,0,"00000000	",,,,CG20 *EGG WHITE SCRAM MODS*,11025200,42,,,,,,
5708,81543,0,"00000000	",1000,10006,,No Tomato,11025201,42,,,,,,
5709,81545,0,"00000000	",1000,10006,,No Ham,11025202,42,,,,,,
5710,81547,0,"00000000	",1000,10006,,No Spinach,11025203,42,,,,,,
5711,81549,0,"00000000	",,,,CG25 *KIDS DRINK*,11025250,42,,,,,,
5712,81551,0,"00000000	",1000,10006,,None,11025251,42,,,,,,
5713,81553,0,"00000000	",1000,10006,,Kids Whole Milk,11025252,42,,,,,,
5714,81555,0,"00000000	",1000,10006,,Kids Coke,11025253,42,,,,,,
5715,81557,0,"00000000	",1000,10006,,Kids Diet Coke,11025254,42,,,,,,
5716,81559,0,"00000000	",1000,10006,,Kids Ginger Ale,11025255,42,,,,,,
5717,81561,0,"00000000	",1000,10006,,Kids Sprite,11025256,42,,,,,,
5718,81563,0,"00000000	",1000,10006,,Kids Orange Juice,11025257,42,,,,,,
5719,81565,0,"00000000	",,,,CG30 * EXTRA MEATBALL*,11025300,42,,,,,,
5720,81567,0,"00000000	",1000,10006,,Extra Meatball,11025302,42,,,,,,
5721,81569,0,"00000000	",,,,CG32 *SALAD PROTEINS*,11025320,42,,,,,,
5722,81571,0,"00000000	",1000,10006,,Add Chicken,11025321,42,,,,,,
5723,81573,0,"00000000	",1000,10006,,Add Shrimp,11025322,42,,,,,,
5724,81575,0,"00000000	",1000,10006,,Add Steak,11025323,42,,,,,,
5725,81577,0,"00000000	",1000,10006,,No Cheese,11025324,42,,,,,,
5726,81579,0,"00000000	",,,,CG33 *DRESSINGS*,11025330,42,,,,,,
5727,81581,0,"00000000	",1000,10006,,No Dressing,11025331,42,,,,,,
5728,81583,0,"00000000	",1000,10006,,Dressing on Side,11025332,42,,,,,,
5729,81585,0,"00000000	",1000,10006,,Lemon,11025333,42,,,,,,
5730,81587,0,"00000000	",1000,10006,,None,11025334,42,,,,,,
5731,81589,0,"00000000	",,,,CG35 *COBB SALAD SUB*,11025350,42,,,,,,
5732,81591,0,"00000000	",1000,10006,,Sub Salmon,11025351,42,,,,,,
5733,81593,0,"00000000	",1000,10006,,Sub Shrimp,11025352,42,,,,,,
5734,81595,0,"00000000	",,,,CG36 *SPINACH SALAD MODS*,11025360,42,,,,,,
5735,81597,0,"00000000	",1000,10006,,None,11025361,42,,,,,,
5736,81599,0,"00000000	",1000,10006,,Add Chicken,11025362,42,,,,,,
5737,81601,0,"00000000	",1000,10006,,Add Shrimp,11025363,42,,,,,,
5738,81603,0,"00000000	",1000,10006,,Add Steak,11025364,42,,,,,,
5739,81605,0,"00000000	",1000,10006,,No Cheese,11025365,42,,,,,,
5740,81607,0,"00000000	",,,,CG38 *NO CHEESE*,11025380,42,,,,,,
5741,81609,0,"00000000	",1000,10006,,No Cheese,11025381,42,,,,,,
5742,81611,0,"00000000	",,,,CG39 *ICEBERG MODS,11025390,42,,,,,,
5743,81613,0,"00000000	",1000,10006,,None,11025391,42,,,,,,
